,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB: 2025/26 are interim figures,,,
,2010-11,,,,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2021-22,,,,2022-23,,,,2023-24,,,,2024-25,,,,2025-26,,,
Site,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e
Adult Training Centre - Aspire - Bramley Fulfilling Lives,"99,469","71,388","28,081","47,339","103,812","76,668","27,144","47,145","94,552","69,554","24,998","43,132","97,125","68,820","28,305","44,648","95,690","69,065","26,625","46,442","94,200","60,142","34,058","41,831","78,686","54,849","23,837","30,981","95,889","68,511","27,378","31,836","97,120","72,458","24,662","26,814","90,712","65,932","24,780","22,629","80,757","58,155","22,602","18,357","85,077","61,819","23,258","17,624","88,271","60,390","27,881","17,452","79,112","57,206","21,906","16,382","91,580","61,572","30,009","18,060",86300.38848,69261.1,17039.28848,15275.16876
Housing Leeds - Landlords Supply - 4 - 10 Raynel Garth,1315,1050,265,629.36875,1413,1057,356,641.58397,849,497,352,385.4389,1383,942,441,637.61082,739,625,114,361.60216,699,525,174,314.34645,696.7,364.6,332.1,266.986506,754.2,525.7,228.5,249.496587,639.8,526.7,113.1,178.001329,393,278.2,114.8,97.872392,368.2,251.2,117,83.407378,114,108,6,24.09192,248,134,114,49.5193889,384,271,113,79.51378221,383,272,111,75.9646,2165,1853,312,383.205
Housing Leeds - Landlords Supply - 4 - 12 Silk Mill Drive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 4 Regent Close Flats,969,912,57,468.36957,970,635,335,441,873,430,443,395,988,501,487,464,932,429,503,445,815,577,238,364.75153,788,346,442,297.853352,830,577,252.5,274.325295,706,497,209.3,194.126256,781,515,266.1,193.749234,879,621,258,199.56108,702,526,176,145.72046,702,505,197,138.4505349,626,445,181,129.6241084,583,423,160,115.90215,538,394,144,95.226
Housing Leeds - Landlords Supply - 4 Regent Crescent Flats,937,764,173,448.98149,1009,659,350,458.90795,841,472,369,381.51156,874,406,468,412.17856,924,491,433,442.80993,819,569,250,365.99861,701.5,247.7,453.8,261.602713,1027.1,738.4,288.7,341.314213,"1,088",748.6,339.4,298.656842,"1,439","1,070",369.4,359.486116,"1,280",946.7,333,291.419528,"1,237",941,296,257.04301,947,724,223,186.1846864,976,785,191,202.0998665,976,764,212,195.7102,686,546,140,121.422
Housing Leeds - Landlords Supply - 4 Shafton Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 40 - 50 Bruce Lawn,4892,4616,276,2364.95676,2180,1808,372,988.43384,1113,745,368,506.65154,1111,745,366,512.78176,1131,726,405,546.01971,1212,985,227,548.7925,741.8,347.2,394.6,281.789336,859.7,607.3,252.4,284.949256,965.5,733.4,232.1,266.928298,977.4,749.8,227.6,244.711544,975.4,737.4,238,222.451976,909,662,247,188.32732,910,643,267,179.6321751,747,550,197,154.6797087,784,617,167,157.30885,564,431,133,99.828
Housing Leeds - Landlords Supply - 40 - 50 Woodbridge Crescent,1839,1380,459,877.21875,1739,1014,725,791.8932,1489,769,720,674.50098,1250,732,518,582.11804,1491,725,766,712.37604,1458,1073,385,654.56912,1077.3,485.4,591.9,408.097434,1044.1,709.3,334.8,344.133344,906.2,720.6,185.6,251.419602,404.9,265.2,139.7,100.354778,1195,798,397,270.34073,1063,736,327,219.51014,1112,757,355,219.9000324,1090,758,332,225.7029108,1035,730,305,205.1315,934,680,254,165.318
Housing Leeds - Landlords Supply - 40 - 54 Kirkstall Hill,"4,731","2,925",1806,2235.93405,"4,484",3138,1346,2037.71982,"5,467",3837,1630,2491.22914,"4,918",3288,1630,2270.38204,993,925,68,488.61942,"4,645","3,506",1139,2089.76309,"3,518",1567.7,1950.7,1331.758877,"4,258",2907.3,1350.6,1404.40473,"3,758",2649.2,1108.4,1033.216084,"3,163",2468.9,694.5,792.96657,"2,498",1988,510,571.77062,"1,956","1,589",367,408.36283,"2,525",1552,973,501.6090428,"3,579",2739,840,741.0984764,2763,2162,601,554.0191,2871,2298,573,508.167
Housing Leeds - Landlords Supply - 41 - 43 Broadgate Drive,202,132,70,96,151,103,48,69,185,64,121,83,311,128,183,147,165,77,88,79,433,311,122,194,140,75,65,53.860618,590,247,343.1,183.956637,"1,101",822,278.6,303.950314,"1,120",827,293.9,279.773246,"1,110",821,289,252.841252,"1,117",833,284,231.79081,"1,116",830,286,219.7286465,"1,128",798,330,233.5717823,"1,136",813,323,225.50265,1062,800,262,187.974
Housing Leeds - Landlords Supply - 41 - 47 Ainsty Road,574,353,221,271.21748,529,398,131,240.17852,466,233,233,210.9815,476,268,208,222.19472,643,434,209,311.10655,301,301,0,139.11919,557,313.3,243.8,214.805593,400,269.6,130,131.579676,365,249.5,115.1,100.045525,529,354,175.2,131.328528,540,378.9,161,122.521876,449,293,156,92.37997,562,381,181,111.1582262,576,407,169,119.2706855,4781,3740,1041,958.624,2153,1559,594,381.081
Housing Leeds - Landlords Supply - 41 - 55 Summerfield Drive,48730,36588,12142,23245.31338,696,522,174,316.01358,691,521,170,315.40202,692,521,171,316.61354,28958,456,28502,13398.72194,"6,472",4863,1609,2910.61842,"4,051",2449.2,1602.1,1572.427136,"4,272",3032,1240,1416.93672,"6,824","3,977",2846.8,1853.41147,"4,807","4,464",343,1220.96542,"4,457","3,147",1310,1011.84388,"5,009","3,554",1455,1035.98872,"4,946","3,459",1487,976.8208871,"4,925","3,460",1465,1019.805289,"5,055","3,595",1460,1002.76475,5017,3535,1482,888.009
Housing Leeds - Landlords Supply - 42 - 49 Marlborough Grange,"1,470","1,129",341,702,"11,538","10,212",1326,"5,226","3,849","1,846","2,003","1,741","7,460","4,374",3086,"3,474","7,460","4,374",3086,"3,588",0,0,0,0,"2,211",705,"1,506",820,"2,884","1,954",929.7,950,"2,666","1,835",831.2,731.88817,"2,268","1,603",664.8,564.769392,"2,125","1,416",709,480.738152,"2,386","1,715",671,493.90393,"2,682","1,616",1066,533.2432716,"3,499","2,573",926,724.5304445,"2,481","1,867",614,495.24035,2199,1530,669,389.223
Housing Leeds - Landlords Supply - 42 - 52 Beckhill Chase,"1,755",501,1254,810,705,544,161,320,581,355,226,263.98558,623,362,261,290.26562,"1,445",441,1004,682.00742,576,432,144,259.00128,527,144,382.8,193.912368,686,506,179.5,228.805893,1072.8,738.4,334.4,294.491528,1391.8,1043.3,348.5,347.91677,"1,198",930,268,273.631384,"1,111",841,270,230.78213,"1,099",824,275,216.2905494,"1,171",903,268,242.4774826,988,733,255,196.90265,592,443,149,104.784
Housing Leeds - Landlords Supply - 42 - 52 Swardale Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 42 Hilton Road Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,56,9.912
Housing Leeds - Landlords Supply - 42 Sholebroke Avenue Flats,193,117,76,91.13707,147,91,56,66.89767,133,64,69,60.1794,187,20,167,91.45102,260,49,211,121.74083,36,27,9,16.18758,54,9,44.7,19.423182,191,114.2,76.5,61.803007,212,158.4,53.1,58.410648,207,154.4,52.3,51.657862,202,152.7,49,46.004648,207,157,50,43.00481,203,153,50,39.94085443,100,74,26,20.70679736,107,78,29,21.2829,119,89,30,21.063
Housing Leeds - Landlords Supply - 420 - 430 Stanks Drive,"1,406","1,081",325,672,"1,446",922,524,658,"1,593",880,713,722,"1,503",781,722,705,"1,498",805,693,718.17697,"1,488","1,089",399,668,"1,059",627,432,410.299582,"1,079",824,255.3,361.988367,"1,034",792,241.5,286.032068,"1,189",841,348,295.969012,"1,391",745,646,310.85448,"1,478","1,048",430,305.67524,"1,106",849,257,217.3977122,"1,084",773,311,224.4609751,746,562,184,148.9301,724,562,162,128.148
Housing Leeds - Landlords Supply - 43 - 48 Elmfield Court,"2,748","2,263",485,"1,318","2,691","1,766",925,"1,224","2,301","1,484",817,"1,047","2,578","1,655",923,"1,193","2,480","2,019",461,"1,211","2,698","2,087",611,"1,216","1,949",919,"1,030",740.686242,"2,466","1,782",684.3,820.044097,"3,159","2,333",826,871.584524,"2,685","1,951",733.9,669.700366,"2,127","1,761",366,488.342262,"1,260",861,399,259.97475,"1,784","1,188",596,353.151716,"1,519","1,105",414,314.5357889,"1,448","1,092",356,289.1106,1275,959,316,225.675
Housing Leeds - Landlords Supply - 43 - 48 Lewisham Court,1470,1074,396,700.23474,"1,028",704,324,467.28968,1266,925,341,577.42718,1034,693,341,477.2603,1246,893,353,604.52725,1308,928,380,585.49132,1268.1,611.5,656.6,482.802871,1340,951.8,388.2,444.502582,1160.7,861.7,299,320.345819,1144.4,819.7,324.7,285.215878,1057.8,810.8,247,241.475422,1020,753,267,211.51695,1000,732,268,197.0500693,891,647,244,184.4972647,824,613,211,164.26865,731,541,190,129.387
Housing Leeds - Landlords Supply - 43 - 53 Beckhill Chase,835,533,302,395,803,407,396,366,887,420,467,401.24756,826,500,326,383.86876,403,171,232,191.74654,"1,011",683,328,451,"1,134",598,536,435,"1,039",747,292,345,"1,799","1,367",432,497,"1,788","1,337",451,446.93446,"1,760","1,327",433,401.408926,"1,676","1,295",381,348.64513,"1,635","1,227",408,321.7635697,"1,534","1,148",386,317.6425833,"1,336","1,077",259,268.83585,1035,803,232,183.195
Housing Leeds - Landlords Supply - 43 - 53 Haslewood Mews,"3,775","3,093",682,"1,809","2,909","2,078",831,1321.63652,"2,927",1778,1149,1329.77208,"2,962","1,981",981,1367.36494,"2,832",1983,849,1372.51689,"2,384","1,080",1304,1036.4784,"3,113","1,549",1563.6,1187.964666,"3,241",2246.5,994.7,1071.349269,2919.3,2073.5,845.8,803.132125,3105.4,2310,795.4,775.875556,2397.2,1708.2,689,544.545118,3061,2215,846,633.91043,2442,1889,553,479.8069016,2095,1388,707,433.8034626,2684,1794,890,528.9777,2754,2072,682,487.458
Housing Leeds - Landlords Supply - 43 - 53 Wellstone Avenue,3347,2462,885,1594.89747,2379,1618,761,1081.49212,1680,1138,542,764.95292,"1,833",1263,570,844.36944,"1,522",919,603,732.92551,"1,101",793,308,493.42807,"1,207",457.8,749.2,452.025242,"2,077","1,572",504.9,695.644675,260,260,0,73.569893,728,507.7,220.1,181.082234,"2,231","1,686",545,508.863832,"1,934",1466,468,401.77762,2476,1779,697,488.3537991,1914,1378,536,396.3271697,1953,1418,535,388.2919,1693,1334,359,299.661
Housing Leeds - Landlords Supply - 43 - 65 Carlton Gate,"5,389","3,704",1685,2559.29249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 43 Grange Avenue Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 436 - 446 Stanks Drive,802,612,190,382.89922,"1,103",821,282,501,808,474,334,366.8398,1160,684,476,539.97608,1085,579,506,520.04468,1323,975,348,594.02865,1219.5,659.7,559.8,468.632673,1248.7,957.1,291.6,419.021288,1224,923.1,300.9,338.211957,1203.4,899.4,304,300.7612,1183.7,777.7,406,267.518958,1177,866,311,244.01896,1205,887,318,237.3776838,1262,900,362,261.3189597,650,509,141,130.34545,642,497,145,113.634
Housing Leeds - Landlords Supply - 44 - 54 Cranmer Bank,"3,528","1,923","1,605","1,659","3,750","2,150",1600,"1,708",2983,1535,1448,1351.18574,3001,1821,1180,1394.44588,2048,1425,623,992.26487,2373,1731,642,1064.58699,1944.8,859.6,1085.2,735.711092,1665.4,1163.8,501.6,551.13344,2300.3,1476.1,824.2,628.505147,3306.8,2147.5,1159.3,819.180202,3274,2208,1066,741.1169,3157,2144,1013,651.12946,2830,1907,923,559.9052284,2314,1614,700,479.1529018,1600,1158,442,317.9979,1210,899,311,214.17
Housing Leeds - Landlords Supply - 44 - 54 Haslewood Green,5183,4630,553,2496.96895,3986,2833,1153,1811.06071,4147,2308,1839,1880.96388,3350,2206,1144,1548.16232,3163,2187,976,1532.04406,2492,1260,1232,1090.005,2612.1,1232,1380.1,992.833556,2674.2,1796.3,877.9,880.014381,2837.7,2024.6,813.1,780.931882,2739.5,2106.4,633.1,685.996774,2890,2059,831,656.48149,2251,1819,432,469.76843,2578,1915,663,507.6129533,2685,1924,761,555.9759812,2920,2047,873,578.35235,3293,2517,776,582.861
Housing Leeds - Landlords Supply - 44 Hanover Square Flats,324,243,81,154.54638,"1,406","1,271",135,636.65825,283,175,108,128.61534,416,230,186,194.39276,306,228,78,148.7421,807,606,201,362.90919,480,201,278.8,180.836978,524,454,69.1,179.309001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 44 Sefton Terrace Flats,"10,603","8,340",2263,"5,070","24,071","24,004",67,"10,882",157,93,64,71.29258,154,90,64,71.72584,154,90,64,74,"3,852",2894,958,1732.32176,"3,570",1760.1,1810.2,1361.643117,"3,801","2,649",1151.5,1257.272701,"3,765","2,655",1110.1,1035.320717,"3,280","2,153",1127.6,813.093224,"3,443","2,424",1019,781.49563,"3,433","2,428",1005,709.88414,"3,355","2,358",997,662.4431057,"3,359","2,377",982,695.538684,"3,345","2,382",963,663.6441,3398,2416,982,601.446
Housing Leeds - Landlords Supply - 45 - 55 Moor Crescent Chase,"2,274",1727,547,1085.40172,"1,842",1096,746,838.62172,"1,666",830,836,754.23788,"1,775",1077,698,824.77544,"1,504",842,662,722.1367,"1,300","1,300",0,600.847,"1,790",1235.2,554.6,703.939336,"1,045",844.2,200.5,353.542487,965,745.3,219.4,267.050711,863.7,660.7,203,216.20234,942.4,702.4,240,214.716736,678,518,160,140.92774,704,527,177,138.5634091,893,722,171,184.9131864,780,591,189,155.81955,476,350,126,84.252
Housing Leeds - Landlords Supply - 45 - 55 Stonebridge Grove,743,743,0,360.58533,839,692,147,380.44154,738,467,271,335.55442,1211,940,271,552.69566,1514,905,609,728.77901,"1,323",969,354,594,1345.2,732.3,612.9,517.215339,1475.7,1137.7,338,495.647472,1454.3,1120.9,333.4,402.510203,1267.5,900.6,366.9,315.732426,1576.8,1199.8,377,359.769782,1225,956,269,255.0067,869,628,241,171.3475436,720,432,288,149.0864927,854,647,207,170.60035,537,378,159,95.049
Housing Leeds - Landlords Supply - 45 - 67 King Alfreds Drive,"1,555","1,344",211,747.63919,"1,517",923,594,690.49403,"2,536","1,614",922,1153.20484,"1,804",775,1029,853.84054,"1,826",957,869,874.64993,"1,558",976,582,690.91054,"1,244",566,678,472,"1,379",945,434.4,455.154652,"1,820","1,339",480.9,501.920463,"1,751","1,265",486.4,436.682176,"1,738","1,287",451,395.858638,"1,559","1,137",422,323.02557,"1,452","1,079",373,285.8957296,"1,420","1,019",401,294.0357501,"1,508","1,131",377,300.90255,1545,1167,378,273.465
Housing Leeds - Landlords Supply - 46 - 48 Landseer Drive,1360,1023,337,648.81298,1055,929,126,477.91697,734,165,569,329.38142,1105,748,357,509.66986,977,545,432,469.03778,985,670,315,439.46305,869.2,377.3,491.9,328.398829,905,601.3,303.7,297.361387,875.2,609.3,265.9,240.438591,715.3,492.7,222.6,177.831084,556,509,47,128.64777,408,275,133,84.11029,445,313,132,87.86174609,444,314,130,91.93782662,442,315,127,87.69975,450,320,130,79.65
Housing Leeds - Landlords Supply - 46 - 66 St Catherines Hill,"1,791","1,128",663,847,"2,805","2,597",208,"1,270",722,577,145,330,404,303,101,185,832,276,556,393,506,398,108,228,412,205,207,157,219,219,0,76.921328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 46 Grange View Flats,7170,5452,1718,3422.53202,12731,12731,0,5755.04855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 47 - 53 Fawcett Gardens,0,0,0,0,0,0,0,0,0,0,0,0,763,286,477,363.1693,659,474,185,319.78439,978,716,262,438.88514,784.6,361.6,423,297.70716,801.9,511,290.9,261.992223,826.7,560.7,266,226.706949,824.4,545.9,278.5,204.46153,874.5,558.5,316,197.30497,860,606,254,177.7905,822,528,294,162.9844808,760,521,239,157.3706544,691,559,132,139.10495,473,338,135,83.721
Housing Leeds - Landlords Supply - 47 - 57 Farrow Vale,2038,1634,404,975.62474,1938,1422,516,880.18542,1543,1019,524,702.1919,1892,1029,863,884.9453,1557,792,765,745.02927,1405,1040,365,631.07585,1287.5,535.2,752.3,485.007748,1983.7,1329,654.7,652.549169,2353.9,1734,619.9,649.28982,1863.9,1412.9,451,466.28338,1324.2,930.2,394,300.524848,1126,764,362,232.22368,1041,761,280,205.1429808,741,540,201,153.4371658,1451,941,510,285.10405,1112,865,247,196.824
Housing Leeds - Landlords Supply - 47 - 57 Haslewood Close,"2,569","1,893",676,1224.27763,"2,200","1,510",690,1000.0093,"1,993","1,333",660,907.22346,"1,997",1334,663,921.9647,"3,592","2,400",1192,1737.15448,"1,276",642,634,557.96568,"1,774",885.4,888.2,677.084662,"1,913","1,348",564.9,633.949747,"2,309","1,873",436.6,641.671842,"1,669","1,254",414.8,417.177752,"1,774",1075.4,699,399.137426,"1,899",1399,500,393.73967,"1,840",1157,683,365.1723991,2208,1630,578,457.2059904,1521,1191,330,305.00655,823,560,263,145.671
Housing Leeds - Landlords Supply - 47 - 57 Hebden Approach,1196,716,480,564.46596,1454,860,594,662.01488,2066,1272,794,938.85656,1083,711,372,500.601,1339,766,573,643.43803,1405,1006,399,629.37109,1238.1,549.1,689,468.481495,1295.7,899.8,395.9,428.401101,1257.4,834.6,422.8,344.317902,815.4,597.9,217.5,203.53119,745.5,448.5,297,167.6253,891,617,274,183.99373,832,484,348,165.6577724,1032,725,307,213.6932092,987,705,282,195.88425,968,701,267,171.336
Housing Leeds - Landlords Supply - 47 Grange View Flats,0,0,0,0,14,14,0,6.3287,0,0,0,0,0,0,0,0,0,0,0,0,3852,2894,958,1732.32176,959.7,958.5,1.2,395.371797,2.5,1.8,0.7,0.830957,2.4,1.8,0.6,0.662886,2.5,1.8,0.7,0.623278,2,1,1,0.44547,3,2,1,0.61804,2,1,1,0.400454289,1,1,0,0.207074289,3073,2111,962,607.35655,7003,4916,2087,1239.531
Housing Leeds - Landlords Supply - 470 - 492 Throstle Road North,"2,049","1,633",416,981,"1,611",647,964,736,"1,500","1,003",497,683,"2,005","1,116",889,937,"2,019","1,025",994,966.03336,"2,101","2,101",0,971,"3,591","2,027","1,563","1,385","2,825","1,945",879.7,933,"2,443","1,666",777.1,670.193073,"2,443","1,533",910,604.062142,"2,377","1,541",836,536.66005,"2,005","1,380",625,413.8779,"2,375","1,695",680,468.5896162,"2,293","1,623",670,474.8050704,"2,283","1,626",657,452.9523,2319,1649,670,410.463
Housing Leeds - Landlords Supply - 48 - 50 Cowper Street,112,52,60,52.35912,104,80,24,47.20448,102,80,22,46.60216,185,130,55,85.0967,104,59,45,49.95989,20,15,5,8.9931,48,6,42.4,17.378444,831,601.1,230.2,276.48543,831,609,221.3,229.038831,769,557.7,211.7,191.903858,790,568.8,221,179.534962,924,661,263,191.20907,867,573,294,171.6865808,856,618,238,177.2498103,739,564,175,147.7512,735,548,187,130.095
Housing Leeds - Landlords Supply - 48 - 55 Burnsall Gardens,"3,345","2,429",916,"1,593",3627,2591,1036,1647.84227,3132,1944,1188,1423.50912,3382,1477,1905,1599.53926,3143,2064,1079,1518.85565,"3,176","2,244",932,"1,421","2,902","1,335","1,567","1,101","2,542","1,760",783,840,"2,129","1,524",605,586,"3,429","2,373","1,056",852.73464,"3,294","2,362",932,748.614868,"2,648","1,871",777,547.52569,"3,321","2,324",997,655.8681857,"3,037","2,074",963,628.8612245,"2,717","2,059",658,542.78195,1600,1223,377,283.2
Housing Leeds - Landlords Supply - 48 - 58 Beckhill Walk,902,639,263,429.00224,655,435,220,297.84615,1130,749,381,514.28286,728,437,291,338.50442,1117,637,480,536.69482,881,671,210,396.65999,767.2,323.6,443.6,289.291396,1146.4,751.5,394.9,375.981683,1475.4,1166.5,308.9,409.155995,1274.3,965,309.3,318.764202,1283.3,910.3,373,291.426432,1517,1150,367,315.14996,1545,1136,409,304.373064,1624,1213,411,336.2786621,882,674,208,176.3677,803,549,254,142.131
Housing Leeds - Landlords Supply - 48 - 58 Landseer Walk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 48 Hanover Square Flats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.1,0.734072,4,3,1.2,0.969888,1,1,0,0.326396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 49 - 54 Lewisham Court,1466,1280,186,705.2781,1541,1198,343,699.34276,1385,1075,310,632.6203,1028,699,329,474.00206,1516,1052,464,734.41768,1562,1108,454,699.17722,1644.9,779.9,865,625.457195,1490.4,1101.5,388.9,497.329263,1544.1,1105.7,438.4,425.045539,1431.2,1025.6,405.6,356.704944,1152.8,822.8,330,261.896492,1044,760,284,216.29072,1168,929,239,229.140775,881,628,253,182.4263032,702,521,181,139.91005,618,479,139,109.386
Housing Leeds - Landlords Supply - 49 Grange Avenue Flats,9,4,5,4,8,7,1,4,8,7,1,3.66562,37,12,25,17.70226,28,20,8,13.58272,0,0,0,0,0,0,0,0,11,5.3,5.7,3.476767,18,18,0,5.09526,60,14.7,45.3,14.318562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Leeds - Landlords Supply - 494 - 504 Stanks Drive,403,273,130,191.25613,"1,115",691,424,507.41503,"1,060",658,402,481.77612,945,519,426,441.75888,1200,685,515,576.59595,906,699,207,408.36516,715.8,393.3,322.5,275.437365,777.4,597.9,179.5,261.008789,781.2,603.5,177.7,216.252865,700.1,548.9,151.2,175.549608,553.4,407.4,146,125.981416,638,367,271,130.33109,678,580,98,132.4536803,801,576,225,165.8610402,551,405,146,109.69725,359,193,166,63.543
Housing Leeds - Landlords Supply - 494 - 516 Throstle Road North,3709,3054,655,1778.22949,3113,1377,1736,1421.06757,4232,2980,1252,1928.60056,2725,1865,860,1255.8838,1946,1334,612,942.20312,2284,2284,0,1055.64196,3875.4,2209.6,1665.8,1496.094328,3183.7,2191.1,992.6,1051.278398,2820.9,1900.4,920.5,773.226028,3649.7,2519.7,1130,907.48352,3015.2,1966.2,1049,681.134038,4542,3408,1134,942.91356,3107,2429,678,610.1163877,2231,1658,573,461.9688205,2412,1890,522,483.7185,1159,849,310,205.143
Housing Leeds - Landlords Supply - 5 - 10 West Park Chase,"1,434","1,075",359,683.9942,"1,552","1,250",302,704,"1,300",892,408,592,"1,118",745,373,516,"1,128",682,446,543,932,439,493,406,"1,148",569,579,438,"1,388",982,405.5,460.087117,"1,469","1,058",410.5,404.468474,"1,255",867,388.2,312.059028,"1,353",944,409,306.950444,851,630,221,176.50488,"1,026",712,314,202.7078866,839,597,242,173.7294503,632,433,199,124.87565,860,500,360,152.22
Housing Leeds - Landlords Supply - 5 - 21 Iveson Garth,"2,763","1,540",1223,"1,300",779,574,205,353.7808,492,289,203,223.37822,491,288,203,228.63302,410,288,122,198.73406,3852,2894,958,1732.32176,3570.3,1760.1,1810.2,1361.643117,3800.6,2649.1,1151.5,1257.272701,3765.2,2655.1,1110.1,1035.320717,3319.3,2191.7,1127.6,823.087184,3443,2424,1019,781.49563,3433,2428,1005,709.88414,3355,2358,997,662.4431057,3359,2377,982,695.538684,3345,2382,963,663.6441,3398,2416,982,601.446
Housing Leeds - Landlords Supply - 5 - 8 Railway Close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,119,116.2,74.728374,391,285,106,107.740243,403,299,104.1,100.719834,398,303,95,90.81277,377,284,93,78.28606,375,284,91,73.76368026,400,287,113,82.82697083,382,286,96,76.2083,375,281,94,66.375
Housing Leeds - Landlords Supply - 5 Burton Street Flats,"2,139","1,911",228,"1,030","2,673","1,763",910,"1,216",2095,1335,760,952.6915,1864,1164,700,864.52072,1814,1056,758,872.27858,"1,948","1,338",610,870,1832.9,847.4,985.5,695.63355,2342.6,1605,737.6,773.046232,2299.8,1586.4,713.4,631.407288,1972.8,1412.7,560.1,491.667834,1594,1162,432,362.63524,1665,1200,465,344.7177,1121,794,327,221.2570124,1128,765,363,233.5709808,1042,756,286,207.1518,958,693,265,169.566
Housing Leeds - Landlords Supply - 5 Fink Hill Flats,"1,242",874,368,590.51534,"1,159",620,539,528.22178,"1,120",502,618,506.23668,"1,125",518,607,530.77446,"1,161",556,605,554.43351,"1,127",781,346,504,"1,031",465.6,565,390.622504,"1,128",824,303.8,375.64695,"1,750","1,242",508.1,481.528221,"1,715","1,314",400.9,429.221986,"1,754","1,292",462,399.406596,"1,450","1,119",331,301.60605,"1,310",971,339,257.9701638,977,682,295,202.3044148,"1,239",860,379,245.146,1329,993,336,235.233
Housing Leeds - Landlords Supply - 5 Grange Avenue Flats,32,25,7,15,44,36,8,19.95396,16,11,5,7.28762,79,8,71,38.6563,103,71,32,49.88254,192,161,31,87.18614,86,31,54.5,31.93357,172,164.9,6.7,59.868813,132,93,38.5,36.16611,116,98.6,17.6,29.305424,4,3,1,0.91175,14,3,11,2.76417,126,80,46,24.99581728,317,224,93,65.64029064,57,32,25,11.0506,105,82,23,18.585
