Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21196,0.00,61.79,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21197,0.00,61.79,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21198,0.00,7.68,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21199,0.00,61.59,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21200,0.00,1130.25,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21201,0.00,698.37,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21202,0.00,537.82,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21203,0.00,126.24,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21204,0.00,8.64,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21205,0.00,196.57,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21206,0.00,511.51,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21207,0.00,511.51,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21208,0.00,196.57,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21209,0.00,126.24,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21210,0.00,597.26,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21211,0.00,6.72,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21212,0.00,342.79,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21213,0.00,597.26,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21214,0.00,91.67,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21215,0.00,319.71,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21216,0.00,61.31,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21217,0.00,5.65,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21218,0.00,8.64,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21219,0.00,61.31,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21220,0.00,124.88,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21221,0.00,334.80,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21222,0.00,196.57,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21223,0.00,126.24,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21224,0.00,244.44,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21225,0.00,125.84,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21226,0.00,91.67,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21227,0.00,194.53,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21228,0.00,336.20,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21229,0.00,125.28,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21230,0.00,61.31,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21231,0.00,511.51,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21232,0.00,820.87,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Employees,Agency Staff,8,19/02/2026,2603-21233,0.00,3.60,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,29/01/2026,2603-21234,0.00,1424.67,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,29/01/2026,2603-21235,0.00,642.90,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,05/02/2026,2603-21236,0.00,642.76,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,05/02/2026,2603-21237,0.00,1424.67,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,12/02/2026,2603-21238,0.00,1424.67,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,12/02/2026,2603-21239,0.00,642.76,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,19/02/2026,2603-21240,0.00,642.76,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,19/02/2026,2603-21241,0.00,1424.67,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,19/02/2026,2603-21242,0.00,7.20,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Finance ,Employees,Agency Staff,8,19/02/2026,2603-21243,0.00,7.20,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,29/01/2026,2603-21244,0.00,2021.24,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,29/01/2026,2603-21245,0.00,2085.99,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,29/01/2026,2603-21246,0.00,2297.65,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,05/02/2026,2603-21247,0.00,2085.99,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,05/02/2026,2603-21248,0.00,1378.56,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,05/02/2026,2603-21249,0.00,993.36,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,05/02/2026,2603-21250,0.00,2331.44,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,05/02/2026,2603-21251,0.00,2021.24,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,12/02/2026,2603-21252,0.00,2085.99,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,12/02/2026,2603-21253,0.00,1308.76,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,12/02/2026,2603-21254,0.00,1357.63,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,12/02/2026,2603-21255,0.00,2061.13,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,12/02/2026,2603-21256,0.00,2021.24,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,12/02/2026,2603-21257,0.00,1030.15,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,19/02/2026,2603-21258,0.00,2085.99,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,19/02/2026,2603-21259,0.00,2263.86,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,19/02/2026,2603-21260,0.00,2021.24,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,19/02/2026,2603-21261,0.00,1247.24,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,19/02/2026,2603-21262,0.00,2834.16,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Legal Services ,Employees,Agency Staff,8,19/02/2026,2603-21263,0.00,916.98,R,Reed Specialist Recrui,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,04/03/2026,2603-21264,0.00,50725.67,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,04/03/2026,2603-21265,0.00,9052.13,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Human Resources,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-21266,0.00,3676.56,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,06/03/2026,2603-21267,0.00,89.52,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,06/03/2026,2603-21268,0.00,223.80,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,06/03/2026,2603-21269,0.00,106.48,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,06/03/2026,2603-21270,0.00,79.86,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,12/03/2026,2603-21271,0.00,223.80,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,12/03/2026,2603-21272,0.00,89.52,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,12/03/2026,2603-21273,0.00,79.86,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Supplies & Services?,Other Hired & Contracted Services,25065,13/03/2026,2603-21274,0.00,695.14,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,19/03/2026,2603-21275,0.00,223.80,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,19/03/2026,2603-21276,0.00,79.86,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,19/03/2026,2603-21277,0.00,106.48,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,23/03/2026,2603-21278,0.00,-13.31,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,24/03/2026,2603-21279,0.00,119.79,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,25/03/2026,2603-21280,0.00,401.76,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,25/03/2026,2603-21281,0.00,455.18,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,26/03/2026,2603-21282,0.00,89.52,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,26/03/2026,2603-21283,0.00,223.80,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,27/03/2026,2603-21284,0.00,106.48,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,SEN Placements,52081,27/03/2026,2603-21285,0.00,106.48,R,Reed Specialist Recruitment Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,02/03/2026,2603-21286,0.00,-1375.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,02/03/2026,2603-21287,0.00,15125.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,02/03/2026,2603-21288,0.00,300.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,03/03/2026,2603-21289,0.00,42625.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,03/03/2026,2603-21290,0.00,33000.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,03/03/2026,2603-21291,0.00,35750.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,03/03/2026,2603-21292,0.00,45425.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,06/03/2026,2603-21293,0.00,23375.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,20/03/2026,2603-21294,0.00,-50.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,20/03/2026,2603-21295,0.00,-50.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,20/03/2026,2603-21296,0.00,52250.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,20/03/2026,2603-21297,0.00,400.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,23/03/2026,2603-21298,0.00,19250.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,27/03/2026,2603-21299,0.00,200.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Consultancy Services,25059,27/03/2026,2603-21300,0.00,30250.00,R,Reed Talent Solutions Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Public Health (Grant Funded),Third Party Payments?,Public Health Grant Services 1,51002,12/03/2026,2603-21301,0.00,25000.00,R,Reed Wellbeing Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Public Health (Grant Funded),Third Party Payments?,Public Health Grant Services 19,51020,12/03/2026,2603-21302,0.00,70000.00,R,Reed Wellbeing Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Leeds Building Services,Supplies & Services?,Direct Materials,22007,23/03/2026,2603-21303,0.00,99.00,R,REELEY LIMITED,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Leeds Building Services,Supplies & Services?,Direct Materials,22007,27/03/2026,2603-21304,0.00,168.00,R,REELEY LIMITED,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Safer Stronger Communities,Supplies & Services?,Other Hired & Contracted Services,25065,31/03/2026,2603-21305,0.00,7975.00,R,Reestablish,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,04/03/2026,2603-21306,0.00,427.36,R,Reflections Community Support,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,04/03/2026,2603-21307,0.00,10022.93,R,Reflections Community Support,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,25/03/2026,2603-21308,0.00,213.68,R,Reflections Community Support,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,25/03/2026,2603-21309,0.00,5201.77,R,Reflections Community Support,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,30/03/2026,2603-21310,0.00,1684.50,R,Reflective Minds Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,30/03/2026,2603-21311,0.00,1956.00,R,Reflective Minds Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,General External Residential Placements,52001,24/03/2026,2603-21312,0.00,190.00,R,Reflexion Care Group Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Migration Yorkshire,Supplies & Services?,Other Hired & Contracted Services,25065,18/03/2026,2603-21313,0.00,1003360.12,R,REFUGEE COUNCIL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Migration Yorkshire,Transport & Vehicles?,Passenger Transport,36060,20/03/2026,2603-21314,0.00,13208.00,R,REFUGEE COUNCIL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Migration Yorkshire,Supplies & Services?,Bought in Professional Services,25077,27/03/2026,2603-21315,0.00,274359.00,R,REFUGEE COUNCIL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Migration Yorkshire,Supplies & Services?,Bought in Professional Services,25077,30/03/2026,2603-21316,0.00,274359.00,R,REFUGEE COUNCIL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Learning,Supplies & Services?,Operational Furniture & Equipment,21003,24/03/2026,2603-21317,0.00,780.00,R,Rehabilitation Manufacturing Services,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Provider Services,Supplies & Services?,Operational Furniture & Equipment,21003,27/03/2026,2603-21318,0.00,2150.00,R,Rehabilitation Manufacturing Services,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Sheltered Accommodation,51500,25/03/2026,2603-21319,0.00,26888.84,R,Reinwood,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,05/03/2026,2603-21320,0.00,799.98,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21321,0.00,733.32,R,Relational Roots Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Placement Support - Adoption,52052,27/03/2026,2603-21322,0.00,533.32,R,Relational Roots Ltd,No
