Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Other,51902,25/03/2026,2603-05285,0.00,401.76,R,Caring Folk Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,25/03/2026,2603-05286,0.00,19943.62,R,Caring Folk Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Other,51902,04/03/2026,2603-05287,0.00,71.85,R,Caring Heart And Hands Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,04/03/2026,2603-05288,0.00,11840.57,R,Caring Heart And Hands Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,11/03/2026,2603-05289,0.00,6.28,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,11/03/2026,2603-05290,0.00,149.70,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,11/03/2026,2603-05291,0.00,173.62,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,11/03/2026,2603-05292,0.00,1607.04,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,11/03/2026,2603-05293,0.00,1029.51,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,11/03/2026,2603-05294,0.00,834.84,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,18/03/2026,2603-05295,0.00,160.26,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Community Support,51900,18/03/2026,2603-05296,0.00,3390.48,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Other,51902,18/03/2026,2603-05297,0.00,5142.73,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,18/03/2026,2603-05298,0.00,2605.16,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,18/03/2026,2603-05299,0.00,80735.19,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Supplies & Services?,Other Hired & Contracted Services,25065,23/03/2026,2603-05300,0.00,8.00,R,Caring Partnership Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Strategic Commissioning,Supplies & Services?,Grants to Voluntary Organisations,26093,31/03/2026,2603-05301,0.00,12426.66,R,CARING TOGETHER IN WOODHOUSE AND LITTLE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Allowances - Adoption Support,52044,05/03/2026,2603-05302,0.00,21099.00,R,Caritas Care Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Learning,Supplies & Services?,Bought in Professional Services,25077,27/03/2026,2603-05303,0.00,2598.13,R,Carlton Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Resources & Strategy (A&H),Third Party Payments?,Home Care,51400,13/03/2026,2603-05304,0.00,302.00,R,CARLTON BOARDING KENNELS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Safer Stronger Communities,Supplies & Services?,Well Being Grants,26030,05/03/2026,2603-05305,0.00,625.00,R,Carlton Village Neighbourhood Forum,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,PFS Level 4 Fees,52014,13/03/2026,2603-05306,0.00,442.14,R,Carol Smart,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/03/2026,2603-05307,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/03/2026,2603-05308,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/03/2026,2603-05309,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/03/2026,2603-05310,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/03/2026,2603-05311,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/03/2026,2603-05312,0.00,711.86,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/03/2026,2603-05313,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/03/2026,2603-05314,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/03/2026,2603-05315,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/03/2026,2603-05316,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,20/03/2026,2603-05317,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,20/03/2026,2603-05318,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,20/03/2026,2603-05319,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,20/03/2026,2603-05320,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,20/03/2026,2603-05321,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,27/03/2026,2603-05322,0.00,711.86,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Employees?,Training & Development Costs,07001,11/03/2026,2603-05323,0.00,150.00,R,Carole Hunt,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,25/03/2026,2603-05324,0.00,144.00,R,Caroline Ford,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Adoption England,Third Party Payments?,Public Health Grant Funded Services,51001,04/03/2026,2603-05325,0.00,2500.00,R,Caroline Howard,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Legal Services,Recharges?,Legal Disbursements - Complex,42003,12/03/2026,2603-05326,0.00,2887.50,R,Caroline Jennings,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Learning,Supplies & Services?,Other Hired & Contracted Services,25065,02/03/2026,2603-05327,0.00,300.00,R,Caroline Lisk,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Learning,Supplies & Services?,Other Hired & Contracted Services,25065,24/03/2026,2603-05328,0.00,456.00,R,Caroline Lisk,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Learning,Supplies & Services?,Other Hired & Contracted Services,25065,31/03/2026,2603-05329,0.00,300.00,R,Caroline Lisk,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Recharges?,Legal Disbursements - Complex,42003,27/03/2026,2603-05330,0.00,700.00,R,Caroline Shields,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children and Families,Social Care ,Appropriations,Leaving Care Grants,635,30/01/2026,2603-05331,0.00,50.00,R,Carpet Heaven Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Nursing Homes,51600,25/03/2026,2603-05332,0.00,6047.94,R,Carr Gate Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/03/2026,2603-05333,0.00,5109.30,R,Carr Gate Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,25/03/2026,2603-05334,0.00,5094.74,R,Carr Gate Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Sheltered Accommodation,51500,25/03/2026,2603-05335,0.00,36277.84,R,Carr Manor,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/03/2026,2603-05336,0.00,18633.82,R,CARRCROFT RESIDENTIAL HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,25/03/2026,2603-05337,0.00,30593.06,R,CARRCROFT RESIDENTIAL HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Culture,Supplies & Services?,Bank Charges,25063,19/03/2026,2603-05338,0.00,50.70,R,Carriageworks - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Culture,Supplies & Services?,Telephones - Mobiles,24016,19/03/2026,2603-05339,0.00,2.85,R,Carriageworks - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Culture,Supplies & Services?,Other Hired & Contracted Services,25065,05/03/2026,2603-05340,0.00,494.00,R,C'ART,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,02/03/2026,2603-05341,0.00,280.80,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,02/03/2026,2603-05342,0.00,180.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,04/03/2026,2603-05343,0.00,562.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,06/03/2026,2603-05344,0.00,352.80,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,06/03/2026,2603-05345,0.00,1920.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,11/03/2026,2603-05346,0.00,2340.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,13/03/2026,2603-05347,0.00,1920.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,13/03/2026,2603-05348,0.00,440.25,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,13/03/2026,2603-05349,0.00,531.50,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,13/03/2026,2603-05350,0.00,1920.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,26/03/2026,2603-05351,0.00,315.50,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,26/03/2026,2603-05352,0.00,1920.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,27/03/2026,2603-05353,0.00,497.50,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,27/03/2026,2603-05354,0.00,70.20,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,27/03/2026,2603-05355,0.00,405.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,27/03/2026,2603-05356,0.00,266.65,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,27/03/2026,2603-05357,0.00,480.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Strategic Housing Partnership & Support,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-05358,0.00,3262.00,R,Casa Property Partners LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Maintenance of Buildings,13001,05/03/2026,2603-05359,0.00,14.78,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,05/03/2026,2603-05360,0.00,28.23,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,School Examination Entry Fees,25072,05/03/2026,2603-05361,0.00,32.15,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,05/03/2026,2603-05362,0.00,115.07,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,05/03/2026,2603-05363,0.00,188.81,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,12/03/2026,2603-05364,0.00,7.00,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,School Examination Entry Fees,25072,12/03/2026,2603-05365,0.00,196.21,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,12/03/2026,2603-05366,0.00,103.56,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Car Parking,34012,12/03/2026,2603-05367,0.00,6.29,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,26/03/2026,2603-05368,0.00,410.23,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,26/03/2026,2603-05369,0.00,162.05,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,12/03/2026,2603-05370,0.00,105.68,R,Cash  Field Terrace Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,12/03/2026,2603-05371,0.00,68.50,R,Cash  Field Terrace Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Fuel (Non - LCC Supplies),33021,12/03/2026,2603-05372,0.00,25.00,R,Cash  Field Terrace Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Other Transport Related Costs,35024,12/03/2026,2603-05373,0.00,27.80,R,Cash  Field Terrace Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,05/03/2026,2603-05374,0.00,263.59,R,Cash - Rosebank Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Cleaning,15027,19/03/2026,2603-05375,0.00,27.64,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,19/03/2026,2603-05376,0.00,58.54,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,General Amenities for Service Users,27085,19/03/2026,2603-05377,0.00,57.19,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,19/03/2026,2603-05378,0.00,30.48,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Cleaning,15027,26/03/2026,2603-05379,0.00,12.48,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,26/03/2026,2603-05380,0.00,97.99,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,General Amenities for Service Users,27085,26/03/2026,2603-05381,0.00,129.70,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,26/03/2026,2603-05382,0.00,25.00,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,26/03/2026,2603-05383,0.00,40.30,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,05/03/2026,2603-05384,0.00,19.84,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,05/03/2026,2603-05385,0.00,102.31,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,16/03/2026,2603-05386,0.00,172.90,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Car and Motorcycle Allowances,34011,16/03/2026,2603-05387,0.00,6.00,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Employees?,DBS Checks,07015,26/03/2026,2603-05388,0.00,16.00,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Maintenance of Buildings,13001,26/03/2026,2603-05389,0.00,200.00,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Educational Visits,27082,26/03/2026,2603-05390,0.00,130.00,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,26/03/2026,2603-05391,0.00,82.11,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,26/03/2026,2603-05392,0.00,195.26,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Teaching Materials,22002,26/03/2026,2603-05393,0.00,117.00,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Car and Motorcycle Allowances,34011,26/03/2026,2603-05394,0.00,6.10,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,26/03/2026,2603-05395,0.00,64.84,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,26/03/2026,2603-05396,0.00,6.00,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Young Peoples Activities & Expenses,63036,26/03/2026,2603-05397,0.00,145.87,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,26/03/2026,2603-05398,0.00,62.64,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Premises?,Maintenance of Buildings,13001,05/03/2026,2603-05399,0.00,52.20,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Food & Drink,23031,05/03/2026,2603-05400,0.00,79.75,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Laundry Services,23051,05/03/2026,2603-05401,0.00,28.26,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Office Furniture and Equipment,21001,05/03/2026,2603-05402,0.00,3.29,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Operational Furniture & Equipment,21003,05/03/2026,2603-05403,0.00,90.00,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Supplies & Services?,Operational Materials,22005,05/03/2026,2603-05404,0.00,9.00,R,Cash Acorn Lodge Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,05/03/2026,2603-05405,0.00,90.00,R,Cash Acorn Lodge Childrens Home,No
