Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,27/02/2026,2602-08237,0.00,33214.29,R,Future In Mind Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults and Health,Services For Older People Under 65 P/Dis ,Supplies and Services,Telephones,213,24/12/2025,2602-08238,0.00,10.50,R,Future Links Mobil,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults and Health,Services For Older People Under 65 P/Dis ,Supplies and Services,Telephones,213,13/01/2026,2602-08239,0.00,55.00,R,Future Links Mobil,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,04/02/2026,2602-08240,0.00,323.49,R,Future Network Distribution Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Supplies & Services?,Telephones,24013,11/02/2026,2602-08241,0.00,1393.83,R,Future Voice And Data,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Premises?,Cleaning,15027,05/02/2026,2602-08242,0.00,300.00,R,G Bradbury Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Premises?,Cleaning,15027,05/02/2026,2602-08243,0.00,300.00,R,G Bradbury Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,05/02/2026,2602-08244,0.00,34.15,R,G Bradbury Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Housing Revenue Account,Housing Management,Supplies & Services?,Bought in Professional Services,25077,19/02/2026,2602-08245,0.00,263.76,R,G Bradbury Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Other,51902,11/02/2026,2602-08246,0.00,80.13,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,11/02/2026,2602-08247,0.00,-0.01,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,11/02/2026,2602-08248,0.00,2803.41,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Other,51902,18/02/2026,2602-08249,0.00,80.13,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,18/02/2026,2602-08250,0.00,-0.01,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,18/02/2026,2602-08251,0.00,200.88,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,18/02/2026,2602-08252,0.00,1305.72,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,18/02/2026,2602-08253,0.00,2677.86,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,HCAIT Other,51902,25/02/2026,2602-08254,0.00,80.13,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,25/02/2026,2602-08255,0.00,-0.02,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,25/02/2026,2602-08256,0.00,3040.95,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,25/02/2026,2602-08257,0.00,251.10,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,27/02/2026,2602-08258,0.00,276.21,R,Gain Care Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,13/02/2026,2602-08259,0.00,957.96,R,Gap Property Services Leicester Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,13/02/2026,2602-08260,0.00,29987.91,R,Gap Property Services Leicester Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,20/02/2026,2602-08261,0.00,17519.99,R,Gap Property Services Leicester Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Resaleable Materials,22004,19/02/2026,2602-08262,0.00,341.36,R,Gardners Books Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Resaleable Materials,22004,27/02/2026,2602-08263,0.00,5.40,R,Gardners Books Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,12/02/2026,2602-08264,0.00,260.00,R,Gareth Allen Coaching Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,20/02/2026,2602-08265,0.00,260.00,R,Gareth Allen Coaching Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,20/02/2026,2602-08266,0.00,260.00,R,Gareth Allen Coaching Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Transport & Vehicles?,Plant Spares,32046,19/02/2026,2602-08267,0.00,226.90,R,GARFITTS INTERNATIONAL LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,08/01/2026,2602-08268,0.00,20.00,R,Garforth Cobbler,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategic & Central Accounts,Miscellaneous,Supplies & Services?,Non Recurring Grants,26027,09/02/2026,2602-08269,0.00,900.00,R,Garforth Cricket and Social Club,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/02/2026,2602-08270,0.00,46952.06,R,Garforth Day Nursery Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/02/2026,2602-08271,0.00,59237.67,R,Garforth Day Nursery Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/02/2026,2602-08272,0.00,23931.60,R,Garforth Day Nursery Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Active Leeds,Supplies & Services?,Bank Charges,25063,19/02/2026,2602-08273,0.00,71.50,R,Garforth Leisure - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Active Leeds,Supplies & Services?,Telephones - Mobiles,24016,19/02/2026,2602-08274,0.00,2.85,R,Garforth Leisure - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Active Leeds,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-08275,0.00,180.00,R,Garforth Net,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,13/02/2026,2602-08276,0.00,210.00,R,Garforth Parochial Church Council,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Housing Revenue Account,Housing Management,Supplies & Services?,Catering Services,25033,19/02/2026,2602-08277,0.00,2.50,R,Gascoigne House,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Housing Revenue Account,Housing Management,Supplies & Services?,Catering Services,25033,19/02/2026,2602-08278,0.00,38.31,R,Gascoigne House,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Employees?,Training & Development Costs,7001,20/02/2026,2602-08279,0.00,330.00,R,Gateway Psychology Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,20/02/2026,2602-08280,0.00,247.50,R,Gateway Psychology Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,20/02/2026,2602-08281,0.00,247.50,R,Gateway Psychology Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Other Hired & Contracted Services,25065,18/02/2026,2602-08282,0.00,3083.00,R,Gator Hire Uk Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Strategic Housing Partnership & Support,Premises?,Minor Adaptations,13012,05/02/2026,2602-08283,0.00,12000.00,R,Gb Joinery Leeds Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Strategic Housing Partnership & Support,Premises?,Minor Adaptations,13012,26/02/2026,2602-08284,0.00,10000.00,R,Gb Joinery Leeds Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Supplies & Services?,Operational Furniture & Equipment,21003,19/02/2026,2602-08285,0.00,464.70,R,GBUK Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Supplies & Services?,Operational Furniture & Equipment,21003,20/02/2026,2602-08286,0.00,540.70,R,GBUK Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Housing Revenue Account,Property & Investment,Supplies & Services?,Operational Materials,22005,20/02/2026,2602-08287,0.00,540.00,R,GBUK Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Strategic Housing Partnership & Support,Supplies & Services?,Bought in Professional Services,25077,13/02/2026,2602-08288,0.00,1650.75,R,GCA Security and Facilities Management,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Integrated Digital Service,Supplies & Services?,Telephones,24013,06/02/2026,2602-08289,0.00,355.51,R,GCI Network Solutions Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Agency Payments,Contact,548,22/01/2026,2602-08290,0.00,21.88,R,Gdk Whiterose,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Appropriations,Leaving Care Allowances,634,16/01/2026,2602-08291,0.00,8.85,R,Gdk Whiterose,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Day Centres,51800,04/02/2026,2602-08292,0.00,980.94,R,Geeks Room Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Day Centres,51800,18/02/2026,2602-08293,0.00,1256.49,R,Geeks Room Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Supplies & Services?,Other Hired & Contracted Services,25065,04/02/2026,2602-08294,0.00,6930.00,R,Gem Precast,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Supplies & Services?,Other Hired & Contracted Services,25065,27/02/2026,2602-08295,0.00,6930.00,R,Gem Precast,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,06/02/2026,2602-08296,0.00,2250.00,R,Gemma Carr,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,06/02/2026,2602-08297,0.00,1570.00,R,Gemma Carr,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,27/02/2026,2602-08298,0.00,575.00,R,Gemma Carr,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Agency Payments,Direct Work,549,29/12/2025,2602-08299,0.00,12.50,R,Gen Register Office,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Agency Payments,Direct Work,549,09/01/2026,2602-08300,0.00,16.00,R,Gen Register Office,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Agency Payments,Direct Work,549,09/01/2026,2602-08301,0.00,16.00,R,Gen Register Office,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Agency Payments,Direct Work,549,20/01/2026,2602-08302,0.00,12.50,R,Gen Register Office,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Agency Payments,Direct Work,549,22/01/2026,2602-08303,0.00,-12.50,R,Gen Register Office,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Appropriations,Leaving Care Allowances,634,19/01/2026,2602-08304,0.00,38.50,R,Gen Register Office,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Premises?,Grounds Maintenance,13031,20/02/2026,2602-08305,0.00,341.26,R,GEO SPENCE & SONS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,06/01/2026,2602-08306,0.00,4.26,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,06/01/2026,2602-08307,0.00,41.01,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,12/01/2026,2602-08308,0.00,88.54,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,14/01/2026,2602-08309,0.00,29.26,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,14/01/2026,2602-08310,0.00,29.39,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,15/01/2026,2602-08311,0.00,15.49,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,16/01/2026,2602-08312,0.00,12.67,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,19/01/2026,2602-08313,0.00,5.94,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Supplies and Services,Operational Materials,205,23/01/2026,2602-08314,0.00,3.97,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy and Resources,Leeds Building Services ,Supplies and Services,Operational Materials,205,16/01/2026,2602-08315,0.00,20.82,R,Geo Spence & Sons Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Employees?,Professional Subscriptions,7016,04/02/2026,2602-08316,0.00,750.00,R,GeoPlace LLP,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Other Hired & Contracted Services,25065,25/02/2026,2602-08317,0.00,300.00,R,George Herbert,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Safer Stronger Communities,Supplies & Services?,Other Hired & Contracted Services,25065,20/02/2026,2602-08318,0.00,5000.00,R,GETAWAY GIRLS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Safer Stronger Communities,Supplies & Services?,Other Hired & Contracted Services,25065,20/02/2026,2602-08319,0.00,5000.00,R,GETAWAY GIRLS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,18/02/2026,2602-08320,0.00,74.00,R,GFS Community Enterprise,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,18/02/2026,2602-08321,0.00,125.00,R,GFS Community Enterprise,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Active Leeds,Supplies & Services?,Bought in Professional Services,25077,23/02/2026,2602-08322,0.00,195.00,R,GFS Community Enterprise,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Supplies & Services?,Other Hired & Contracted Services,25065,18/02/2026,2602-08323,0.00,2730.00,R,GH & RA Gardener and Son,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,06/02/2026,2602-08324,0.00,110.80,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,06/02/2026,2602-08325,0.00,84.40,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,06/02/2026,2602-08326,0.00,84.40,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,06/02/2026,2602-08327,0.00,73.30,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,06/02/2026,2602-08328,0.00,134.60,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,11/02/2026,2602-08329,0.00,84.40,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,11/02/2026,2602-08330,0.00,42.20,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,11/02/2026,2602-08331,0.00,42.20,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,11/02/2026,2602-08332,0.00,42.20,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,11/02/2026,2602-08333,0.00,42.20,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,11/02/2026,2602-08334,0.00,126.60,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,13/02/2026,2602-08335,0.00,442.70,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,18/02/2026,2602-08336,0.00,356.00,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,18/02/2026,2602-08337,0.00,100.00,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Supplies & Services?,Operational Furniture & Equipment,21003,20/02/2026,2602-08338,0.00,262.70,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Vehicle Spares,32045,20/02/2026,2602-08339,0.00,463.60,R,GHE STANSFELD (UK) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-08340,0.00,20.00,R,Ghulam Fatima,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-08341,0.00,10.00,R,Ghulam Fatima,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Nursing Care Dementia,51603,25/02/2026,2602-08342,0.00,14015.52,R,GHYLL ROYD NURSING HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Nursing Homes,51600,25/02/2026,2602-08343,0.00,5647.68,R,GHYLL ROYD NURSING HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/02/2026,2602-08344,0.00,-2822.59,R,GHYLL ROYD NURSING HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,25/02/2026,2602-08345,0.00,5594.08,R,GHYLL ROYD NURSING HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Third Party Payments?,Public Health Grant Services 2,51003,03/02/2026,2602-08346,0.00,898.04,R,GIBSON LANE PRACTICE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Third Party Payments?,Public Health Grant Services 3,51004,03/02/2026,2602-08347,0.00,870.00,R,GIBSON LANE PRACTICE,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Transport & Vehicles?,Plant Spares,32046,20/02/2026,2602-08348,0.00,646.83,R,GIBSONS GARDEN MACHINERY LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Transport & Vehicles?,Plant Spares,32046,20/02/2026,2602-08349,0.00,183.74,R,GIBSONS GARDEN MACHINERY LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment","Climate, Energy & Greenspaces",Transport & Vehicles?,Plant Spares,32046,20/02/2026,2602-08350,0.00,76.38,R,GIBSONS GARDEN MACHINERY LTD,No
